AAOT,3,2018,6,1,12,0,0,45.3139,12.5083,10.0,0.350633,0.211323,0.145887,0.116007,0.3515,0.21174,0.14576,0.116,0.96935,0.9727,0.97035,0.967,0.016,0.008854,0.006533,0.005654,0.7294,0.6763600000000001,0.644753,0.633963,0.0404,0.2072,0.4512,0.0364,2.5748,0.7002,1.3234709999999998,1.435712953,1.346622,1.4246,1.4233,1.42255,1.42,0.003715,0.003117,0.0030670000000000003,0.0031850000000000003
AAOT,13,2018,9,23,12,0,0,45.3139,12.5083,10.0,0.377673,0.22307,0.15050999999999998,0.118638,0.3787,0.22425,0.15125,0.118475,0.9943,0.9938,0.9931,0.9925,0.002454,0.001592,0.001207,0.001027,0.7633340000000001,0.705701,0.664288,0.6437609999999999,0.04675,0.2295,0.4645,0.05075,3.07525,0.54275,1.360337,1.535426385,1.058806,1.4656,1.4508,1.4477,1.4438,0.0005,0.0005,0.0005,0.000509
AAOT,19,2019,5,24,12,0,0,45.3139,12.5083,10.0,0.325302,0.165758,0.101618,0.074576,0.325425,0.166075,0.101975,0.073475,0.9786,0.9742,0.9683,0.9635,0.008725,0.005881,0.004543999999999999,0.003781,0.722661,0.6324649999999999,0.572569,0.5459930000000001,0.05075,0.177,0.43475,0.01575,2.37525,0.68775,1.745441,2.060686525,0.972273,1.33,1.3624,1.375,1.3737,0.002295,0.002447,0.002592,0.002635
AAOT,21,2019,6,28,12,0,0,45.3139,12.5083,10.0,0.360997,0.187073,0.12396300000000003,0.098612,0.362183,0.1875,0.123883,0.09945,0.9678,0.9621,0.9573,0.9548,0.014529,0.009004,0.0067480000000000005,0.005703,0.6950689999999999,0.613391,0.588014,0.593205,0.0485,0.150167,0.379167,0.053,2.483833,0.680833,1.602575,1.3810894180000002,1.1464,1.4974,1.4977,1.4976,1.4939,0.003448,0.0032240000000000003,0.003152,0.003145
ARIAKE_TOWER,33,2019,1,24,12,0,0,33.103617,130.27195,15.0,0.326884,0.201882,0.14878,0.124893,0.327755,0.202636,0.1486,0.124718,0.9574,0.9644,0.9563,0.9485,0.018571,0.00959,0.008418,0.008167,0.700041,0.640991,0.622732,0.622564,0.040364,0.170818,0.492364,0.043636,2.209,0.7208180000000001,1.177436,1.10145714,1.218577,1.4813,1.4823,1.4829,1.4815,0.004712,0.003394,0.003956,0.004665
ARIAKE_TOWER,37,2019,2,21,12,0,0,33.103617,130.27195,15.0,0.398946,0.234774,0.167019,0.13634000000000002,0.40025,0.23605,0.16695,0.1354,0.98,0.9831,0.9757,0.9707,0.008351,0.004179,0.004249,0.004157,0.715738,0.650435,0.618157,0.6115510000000001,0.043,0.187,0.465,0.0465,2.204,0.6559999999999999,1.304297,1.31682902,1.067701,1.508,1.5093,1.5173,1.5137,0.002121,0.0016010000000000002,0.00213,0.002552
ARIAKE_TOWER,41,2019,3,11,12,0,0,33.103617,130.27195,15.0,0.280558,0.166436,0.121927,0.103055,0.28095,0.16708299999999998,0.123583,0.103783,0.9946,0.9942,0.9937,0.9935,0.002546,0.001602,0.001202,0.001002,0.686008,0.618512,0.605632,0.617373,0.0465,0.14166700000000002,0.404667,0.0395,1.874667,0.666333,1.210838,1.097734571,1.120766,1.4447,1.4595,1.4736,1.4775,0.000558,0.000541,0.00054,0.00054
ARM_Darwin,63,2011,6,18,12,0,0,-12.425,130.891,29.9,0.280661,0.118656,0.068508,0.049918,0.280533,0.1195,0.068617,0.050233,0.8594,0.8036,0.7424,0.7052,0.058829999999999986,0.034184,0.025273,0.020678,0.602102,0.505471,0.48128,0.48174,0.033667,0.124333,0.447,0.0135,3.581833,0.693,2.027676,1.960637066,1.243942,1.5807,1.5693,1.5512,1.5416,0.030517,0.031657,0.032759,0.032532
ARM_Darwin,65,2011,7,22,12,0,0,-12.425,130.891,29.9,0.377968,0.166246,0.097836,0.07246,0.378657,0.16701400000000002,0.098057,0.072643,0.911675,0.892925,0.86455,0.847175,0.04255,0.022722,0.016564,0.013656,0.6504810000000001,0.548751,0.5129279999999999,0.507959,0.048429,0.14300000000000002,0.417143,0.023,3.161857,0.6841430000000001,1.946665,1.885974194,1.394658,1.482675,1.48435,1.4781,1.47655,0.014456,0.012612,0.012491,0.012374
ARM_Darwin,89,2012,6,20,12,0,0,-12.425,130.891,29.9,0.336091,0.150976,0.104997,0.069406,0.337325,0.153987,0.100163,0.072387,0.8261,0.7759999999999999,0.7117,0.6786,0.070699,0.040036,0.032646,0.025265,0.628586,0.521868,0.479668,0.478706,0.0375,0.1325,0.413,0.021,3.396875,0.700375,1.785093,2.041761275,1.156273,1.5636,1.5563,1.5756,1.5515,0.039289,0.037999,0.042253,0.039946
