0.96935,1.3234709999999998,1.346622,0.967
0.9943,1.360337,1.058806,0.9925
0.9786,1.745441,0.972273,0.9635
0.9678,1.602575,1.1464,0.9548
0.9574,1.177436,1.218577,0.9485
0.98,1.304297,1.067701,0.9707
0.9946,1.210838,1.120766,0.9935
0.8594,2.027676,1.243942,0.7052
0.911675,1.946665,1.394658,0.847175
0.8261,1.785093,1.156273,0.6786
0.8691,1.654995,1.139921,0.7417
0.7703,1.303731,1.384593,0.6723
0.8387,1.5102719999999998,1.164684,0.7066
0.91995,1.462485,1.10375,0.8744
0.9137,1.144518,0.721474,0.802
0.8767,1.409419,0.772252,0.7904
0.8481,1.6425419999999995,1.25965,0.7495
0.810833,1.469848,1.183353,0.6964670000000001
0.8021,1.652981,1.273688,0.6658
0.8623,1.19731,1.156113,0.8377
0.8665,1.347121,1.058842,0.8071
0.9172,1.378551,0.609436,0.8238
0.86795,1.499634,0.919514,0.76165
0.9239,1.248364,0.4940479999999999,0.83625
0.955,1.859379,1.146534,0.9042
0.9546,2.0960650000000003,1.213646,0.9042
0.8903,1.523868,1.046342,0.8184
0.8918,0.692656,1.369538,0.918
0.9454,0.389492,2.010288,0.9446
0.9725,1.7918189999999998,1.198123,0.9507
0.89955,0.754321,1.621826,0.946
0.9083,1.468641,1.453119,0.89335
0.89955,1.652039,1.311121,0.8626
0.9322,1.620414,0.909358,0.8756
0.9129,1.7728119999999998,1.009558,0.8337
0.922567,1.769802,1.007231,0.8488
0.902,1.583146,1.134742,0.8422
0.917767,1.648311,1.399628,0.896867
0.9342,1.671701,0.294299,0.8218
0.9401,1.6450509999999998,1.004256,0.9029
0.9393,1.587934,1.001919,0.9003
0.9749,1.839148,1.175067,0.9562
0.945767,1.703455,0.886192,0.886267
0.9224,1.44664,1.177824,0.8936
0.9424,1.711634,0.6064510000000001,0.8507
0.9459,1.89607,1.022619,0.88985
0.9191,2.037464,1.081684,0.8169
0.9592,1.87156,1.0246030000000002,0.9117
0.95715,1.693719,0.923512,0.91535
0.9095,2.043504,0.985823,0.7821
0.9669,1.882667,0.973183,0.9246
0.949375,1.488993,1.542562,0.9446
0.931833,1.931061,0.978402,0.8490000000000001
0.9568,1.9133830000000005,1.114726,0.9099
0.9308,0.6120479999999999,1.406003,0.9631
0.9073,2.042025,1.062504,0.8005
0.9306,1.406969,0.792679,0.9065
0.92625,1.915985,1.134639,0.8577
0.9438,1.848628,1.09546,0.8996
0.90975,1.170038,1.327532,0.92725
0.9011,2.015199,1.348076,0.7976
0.89345,1.940937,0.93726,0.75325
0.9058,1.819506,0.79228,0.7718
0.912,2.031889,1.340157,0.8306
0.9478,1.910793,1.355851,0.9063
0.9408,2.022123,1.111423,0.8778
0.8728,0.891602,0.973777,0.8468
0.8268,1.213729,1.154348,0.81055
0.9144,0.821176,1.447254,0.9483
0.983,1.709964,0.929299,0.9666
