"","medoids.1","medoids.2","medoids.3","medoids.4"
"1",-1.2333662953467,-0.675889397205407,0.0424148080417272,0.219347933477084
"2",0.440261504820877,0.179183187093555,0.0261648571577558,-0.223190888486571
"3",0.211146877679291,-1.5108999248848,0.0882382125241624,0.870049615946289
"4",-0.434738166453176,-1.2457686644372,0.04816314246044,0.66497064967045
"5",1.07687286166428,0.324592343384773,0.0435841778956871,0.76365526502123
"6",-0.635486220710564,-1.42038713478961,-23.7748029473672,1.14143230816093
"7",-1.46793603265832,0.431254786836553,0.0392042666586136,-1.60092063561035
"8",-0.434738166453176,0.629812915731626,0.0308106965936308,-1.62019497454605
"9",0.28751842005982,0.941164018846825,0.0361731851468131,-0.383553388431588
"10",1.10687596759949,1.1142713783884,0.0356806346987375,0.543156827596831
