sta,obs_id,cluster id,year,month,day,hour,min,sec,lat,lon,elev,aod1c,aod2c,aod3c,aod4c,aod1t,aod2t,aod3t,aod4t,ssa1,ssa2,ssa3,ssa4,aod1a,aod2a,aod3a,aod4a,g1,g2,g3,g4,volcf,vmrf,stdf,volcc,vmrc,stdc,AEe1,AEe2,AEa,nr1,nr2,nr3,nr4,ni1,ni2,ni3,ni4
CEILAP-BA,10331,8,2010,11,25,12,0,0,-34.555425,-58.506411,26,0.203886,0.096208,0.065842,0.061497,0.204867,0.098533,0.0686,0.057867,0.8897,0.8344,0.7916,0.7709,0.045618,0.031586,0.026286,0.023779,0.670234,0.637166,0.634063,0.639158,0.017667,0.148,0.433667,0.040333,3.491333,0.626667,1.503236,1.069660752,0.81565,1.5944,1.4959,1.4771,1.4822,0.018515,0.020133,0.021145,0.021911
CEILAP-BA,10333,8,2011,7,12,12,0,0,-34.555425,-58.506411,26,0.356563,0.182566,0.131373,0.107477,0.35815,0.184,0.1317,0.107925,0.8902,0.8896,0.86,0.8426,0.049881,0.025179,0.022206,0.020125,0.703719,0.635409,0.614246,0.617591,0.04225,0.1525,0.43925,0.0595,2.902,0.668,1.458677,1.251629519,1.233882,1.4414,1.4456,1.4583,1.4561,0.014513,0.009859,0.011623,0.01242
CEILAP-BA,10335,7,2012,2,1,12,0,0,-34.555425,-58.506411,26,0.300454,0.13654,0.09174,0.072283,0.30125,0.1386,0.09235,0.0731,0.8695,0.8861,0.8738,0.8643,0.053895,0.021578,0.015655,0.013152,0.684026,0.610575,0.596312,0.603011,0.064,0.142,0.4845,0.0305,2.809,0.617,1.73258,1.469574002,1.853402,1.33,1.3394,1.3506,1.356,0.013601,0.008157,0.007763,0.007742
CENER,10355,25,2013,7,17,12,0,0,42.816424,-1.602187,471,0.318631,0.171043,0.109135,0.077122,0.318975,0.17305,0.111725,0.08165,0.9959,0.9954,0.9948,0.9942,0.001689,0.001033,0.000765,0.000626,0.713721,0.653931,0.604124,0.577563,0.03475,0.2175,0.43725,0.01675,2.46275,0.61575,1.530915,1.971516534,1.159884,1.4099,1.4279,1.4358,1.4267,0.000509,0.0005,0.0005,0.0005
CENER,10357,12,2013,8,23,12,0,0,42.816424,-1.602187,471,0.368656,0.176671,0.113478,0.083657,0.36886,0.17722,0.11352,0.08528,0.9418,0.9089,0.8815,0.8627,0.02429,0.018551,0.015542,0.013627,0.692289,0.625412,0.587611,0.582105,0.0386,0.1756,0.4288,0.0382,2.8388,0.6576,1.726572,1.798256194,0.651809,1.5367,1.4632,1.4432,1.4206,0.008259,0.010167,0.011386,0.011856
CENER,10361,4,2015,6,29,12,0,0,42.816424,-1.602187,471,0.278682,0.123347,0.078817,0.058717,0.2793,0.124014,0.078743,0.059843,0.9286,0.8925,0.858,0.8394,0.029166,0.019216,0.015835,0.013396,0.650715,0.592904,0.573046,0.578389,0.034,0.142429,0.480143,0.031857,3.345143,0.646286,1.835174,1.725492382,0.903538,1.5486,1.497,1.4855,1.465,0.011177,0.011676,0.012561,0.012344
CENER,10363,28,2015,7,7,12,0,0,42.816424,-1.602187,471,0.319171,0.203516,0.16072,0.139049,0.320567,0.204167,0.1613,0.139533,0.9293,0.9785,0.9876,0.9909,0.030712,0.006294,0.002915,0.001858,0.729636,0.682202,0.680635,0.692354,0.056333,0.167333,0.532667,0.071333,2.411333,0.617,1.038955,0.911357816,3.477693,1.368,1.3806,1.3875,1.3864,0.005327,0.001368,0.000795,0.000604
CENER,10371,1,2017,10,12,12,0,0,42.816424,-1.602187,471,0.23407,0.118112,0.082387,0.066729,0.234355,0.119836,0.0831,0.068991,0.9488,0.9333,0.919,0.9104,0.020534,0.012708,0.00974,0.008286,0.685267,0.63997,0.628551,0.633672,0.021091,0.162727,0.415273,0.044273,2.803273,0.666636,1.473693,1.169767062,1.096007,1.5513,1.5167,1.503,1.4885,0.007215,0.006804,0.006716,0.006701
CENER,10373,23,2018,7,10,12,0,0,42.816424,-1.602187,471,0.353732,0.161847,0.098517,0.072754,0.3539,0.16335,0.1001,0.074275,0.9856,0.9794,0.973267,0.969567,0.005965,0.003951,0.00312,0.002616,0.735953,0.645977,0.59462,0.576331,0.05,0.18375,0.3965,0.03325,3.1145,0.57425,1.843765,1.87593649,1.036702,1.400633,1.394633,1.391667,1.384467,0.001641,0.001732,0.001803,0.001804
CLUJ_UBB,10375,12,2010,7,16,12,0,0,46.768333,23.551389,405,0.390861,0.187241,0.116695,0.086238,0.39105,0.187875,0.11715,0.0857,0.9387,0.9181,0.896,0.8816,0.027687,0.018218,0.014688,0.012406,0.749639,0.663879,0.601634,0.568535,0.053,0.2005,0.42175,0.023,3.098,0.62725,1.751584,1.965252818,0.926974,1.3628,1.3739,1.3834,1.3828,0.008126,0.008454,0.008985,0.009054
CLUJ_UBB,10387,11,2010,10,15,12,0,0,46.768333,23.551389,405,0.300932,0.153728,0.097469,0.073978,0.300657,0.154,0.097971,0.072871,0.9189,0.8747,0.8368,0.8051,0.035792,0.028618,0.023653,0.020979,0.720009,0.643645,0.589666,0.560293,0.036429,0.194571,0.469,0.014857,3.228286,0.639571,1.623764,1.860757112,0.593387,1.48025,1.4561,1.4483,1.43755,0.014025,0.019129,0.021441,0.022857
CLUJ_UBB,10389,11,2010,11,16,12,0,0,46.768333,23.551389,405,0.360478,0.201685,0.147802,0.125507,0.36142,0.20224,0.1483,0.12564,0.9177,0.8572,0.8306,0.8133,0.033046,0.032508,0.028346,0.026427,0.718722,0.673702,0.653205,0.655247,0.03,0.1828,0.4182,0.0568,2.11,0.6864,1.30194,1.042447382,0.203287,1.5576,1.5194,1.5126,1.5028,0.010303,0.016857,0.018942,0.020666
CLUJ_UBB,10407,12,2011,9,25,12,0,0,46.768333,23.551389,405,0.334995,0.169249,0.109177,0.083241,0.335486,0.170129,0.1097,0.0827,0.94555,0.9203,0.89435,0.8768,0.023311,0.017526,0.014992,0.013145,0.721654,0.65129,0.604952,0.583954,0.041571,0.191857,0.466714,0.026714,3.179714,0.651143,1.622202,1.776194057,0.644623,1.4702,1.44325,1.4397,1.431,0.007811,0.009373,0.010758,0.011293
CLUJ_UBB,10413,8,2011,11,3,12,0,0,46.768333,23.551389,405,0.372456,0.181112,0.11039,0.080057,0.372217,0.18185,0.1109,0.079783,0.89605,0.8631,0.82745,0.7996,0.04559,0.029124,0.022302,0.018714,0.706382,0.637609,0.577328,0.539529,0.041,0.194167,0.445333,0.014667,3.675667,0.618167,1.748273,2.070342799,1.039671,1.5732,1.4819,1.46495,1.4529,0.021519,0.023652,0.024345,0.024518
CLUJ_UBB,10415,8,2011,11,14,12,0,0,46.768333,23.551389,405,0.380034,0.184463,0.117205,0.089902,0.380733,0.1842,0.117267,0.089333,0.9065,0.8863,0.8517,0.8297,0.038486,0.022889,0.019228,0.016977,0.700295,0.573726,0.517201,0.497304,0.083333,0.153,0.433667,0.026667,3.598333,0.590333,1.710174,1.710514243,1.029944,1.33,1.364,1.3828,1.3928,0.009459,0.008967,0.009954,0.010616
CLUJ_UBB,10419,12,2012,7,9,12,0,0,46.768333,23.551389,405,0.317797,0.146388,0.09401,0.071169,0.31765,0.14725,0.09375,0.0716,0.9557,0.9383,0.9223,0.9118,0.019215,0.012369,0.009692,0.008212,0.696222,0.633146,0.592662,0.581215,0.029,0.178,0.3765,0.032,2.888,0.6845,1.756626,1.694509215,0.997992,1.5301,1.4719,1.4652,1.4543,0.006829,0.007153,0.00739,0.007435
CLUJ_UBB,10421,29,2012,7,28,12,0,0,46.768333,23.551389,405,0.365498,0.16275,0.108371,0.084997,0.36636,0.16382,0.1076,0.08602,0.9545,0.92895,0.9053,0.89725,0.018646,0.013169,0.01143,0.009829,0.667535,0.578042,0.557669,0.568166,0.0478,0.1382,0.3542,0.0552,3.0188,0.6592,1.791952,1.407231321,0.731271,1.4553,1.4544,1.4599,1.4586,0.005014,0.005596,0.006379,0.0064
CLUJ_UBB,10423,19,2012,8,6,12,0,0,46.768333,23.551389,405,0.39638,0.171305,0.103985,0.074841,0.3963,0.1724,0.1028,0.075167,0.9797,0.97195,0.96515,0.9604,0.012042,0.007375,0.005547,0.004607,0.690804,0.601061,0.543319,0.522463,0.041,0.168333,0.362833,0.028667,2.945,0.6455,1.973855,1.968212047,1.136024,1.47525,1.46535,1.467,1.4579,0.00276,0.002774,0.002796,0.002788
CLUJ_UBB,10425,8,2013,4,19,12,0,0,46.768333,23.551389,405,0.353058,0.169694,0.108312,0.084155,0.35353,0.17057,0.10881,0.08376,0.88225,0.86385,0.82645,0.8101,0.048684,0.026779,0.021935,0.018514,0.673571,0.594809,0.56252,0.556379,0.0405,0.1571,0.4429,0.0346,3.1395,0.6908,1.710253,1.644913574,1.183342,1.45645,1.46875,1.4715,1.4673,0.016983,0.014201,0.015083,0.014884
CLUJ_UBB,10429,26,2013,4,27,12,0,0,46.768333,23.551389,405,0.396612,0.296245,0.260719,0.244849,0.39885,0.29675,0.2617,0.24565,0.9172,0.9561,0.9477,0.9451,0.035538,0.014287,0.015221,0.015098,0.722059,0.700605,0.708405,0.715021,0.0325,0.1505,0.568,0.137,1.9685,0.6935,0.625224,0.397895027,1.32702,1.4954,1.5069,1.5049,1.504,0.005194,0.002593,0.003501,0.00413
CLUJ_UBB,10447,12,2015,8,11,12,0,0,46.768333,23.551389,405,0.376329,0.186303,0.123429,0.096537,0.37824,0.1873,0.1232,0.09684,0.9368,0.9235,0.9074,0.8957,0.043672,0.024707,0.018723,0.015872,0.713067,0.616954,0.577893,0.573921,0.0482,0.1596,0.345,0.0676,3.3112,0.5786,1.596337,1.513528314,1.241052,1.3967,1.4126,1.4206,1.4176,0.007555,0.006349,0.006215,0.006196
CLUJ_UBB,10451,23,2015,8,27,12,0,0,46.768333,23.551389,405,0.384427,0.178159,0.107362,0.077787,0.385,0.1789,0.106533,0.0766,0.9936,0.9914,0.9891,0.9874,0.002689,0.001684,0.001259,0.001042,0.718222,0.604295,0.537567,0.510036,0.059,0.170667,0.367,0.025667,2.904333,0.612333,1.857229,2.073733083,1.101596,1.4165,1.4353,1.4401,1.4356,0.000755,0.000772,0.00078,0.000781
CLUJ_UBB,10457,4,2016,9,10,12,0,0,46.768333,23.551389,405,0.346586,0.164003,0.103834,0.083244,0.34735,0.16445,0.10505,0.0822,0.937,0.91605,0.8918,0.8775,0.026173,0.016721,0.013794,0.012065,0.723789,0.622267,0.573368,0.558415,0.052167,0.164833,0.381667,0.0445,3.264,0.586,1.743722,1.542021162,0.944515,1.3783,1.3894,1.3975,1.3993,0.006733,0.006518,0.007111,0.007322
CLUJ_UBB,10465,29,2018,8,20,12,0,0,46.768333,23.551389,405,0.382794,0.171919,0.102524,0.073906,0.382843,0.173157,0.103029,0.0744,0.95558,0.94268,0.92532,0.91286,0.018007,0.010517,0.008165,0.006903,0.706446,0.616501,0.554508,0.524407,0.043143,0.177429,0.386,0.024143,3.082857,0.645143,1.910961,2.046680195,1.177072,1.47914,1.46206,1.45972,1.4526,0.006961,0.006552,0.006821,0.006904
CLUJ_UBB,10469,1,2018,9,8,12,0,0,46.768333,23.551389,405,0.325751,0.184182,0.133907,0.113104,0.326883,0.18505,0.1343,0.113483,0.9552,0.9433,0.93,0.9226,0.019507,0.012841,0.010603,0.009255,0.716095,0.667773,0.648654,0.649595,0.027667,0.179,0.42,0.071333,2.5745,0.637667,1.282866,1.05883369,0.899645,1.4267,1.4195,1.4149,1.4053,0.004746,0.004739,0.005054,0.005175
CLUJ_UBB,10471,8,2018,11,13,12,0,0,46.768333,23.551389,405,0.368195,0.192096,0.125473,0.097122,0.36942,0.19242,0.1252,0.09658,0.896,0.8985,0.8694,0.8372,0.049449,0.026927,0.022795,0.021815,0.730975,0.663866,0.618011,0.59165,0.0466,0.2044,0.488,0.02,3.4398,0.6694,1.586588,1.631668038,1.161648,1.3437,1.351,1.3502,1.348,0.014523,0.012386,0.014036,0.015903
COVE,10475,24,2001,4,9,12,0,0,36.9,-75.71,37,0.359288,0.179935,0.12204,0.102829,0.361057,0.180843,0.122814,0.101771,0.9756,0.9542,0.9358,0.93025,0.010797,0.010331,0.009962,0.009009,0.695224,0.605981,0.578802,0.574853,0.052429,0.152571,0.382143,0.048286,2.670714,0.671143,1.590085,1.181568449,0.136511,1.45405,1.46605,1.47545,1.4866,0.002425,0.00382,0.004784,0.005158
COVE,10479,24,2001,6,28,12,0,0,36.9,-75.71,37,0.331825,0.158382,0.105123,0.0789,0.331967,0.159533,0.1048,0.078567,0.974,0.9664,0.961,0.9569,0.011862,0.007243,0.005471,0.004562,0.707369,0.599966,0.547949,0.534044,0.066333,0.160333,0.453667,0.023667,3.123333,0.630333,1.690465,1.811225355,1.139571,1.3538,1.3841,1.4136,1.4254,0.002587,0.002537,0.002552,0.00255
COVE,10489,4,2001,8,16,12,0,0,36.9,-75.71,37,0.323629,0.150858,0.091832,0.064748,0.3236,0.15178,0.0911,0.06396,0.9334,0.9088,0.8824,0.8587,0.030094,0.018913,0.014272,0.011785,0.708057,0.620717,0.559767,0.527407,0.0418,0.1804,0.4538,0.0108,2.962,0.6664,1.848654,2.223623018,1.09595,1.4927,1.443,1.4296,1.4121,0.012479,0.01337,0.013777,0.013864
COVE,10497,23,2002,4,6,12,0,0,36.9,-75.71,37,0.194055,0.087323,0.061445,0.043356,0.19474,0.08994,0.05878,0.04408,0.9881,0.9841,0.9806,0.9774,0.004996,0.003016,0.00224,0.001837,0.684647,0.581037,0.542867,0.544357,0.0344,0.1438,0.3848,0.0138,2.4608,0.7638,1.718372,1.809298392,1.178376,1.3895,1.4073,1.4236,1.4206,0.001457,0.001464,0.00148,0.001481
COVE,10499,25,2002,5,8,12,0,0,36.9,-75.71,37,0.328527,0.181386,0.120878,0.097645,0.3293,0.18214,0.12152,0.09628,0.9878,0.9851,0.9823,0.981,0.005313,0.003396,0.002632,0.002213,0.734703,0.670249,0.633449,0.612834,0.0458,0.2128,0.5328,0.02,2.6358,0.6642,1.442857,1.46367015,1.033074,1.4311,1.4259,1.4236,1.4243,0.001414,0.001471,0.001535,0.001549
COVE,10501,23,2002,5,25,12,0,0,36.9,-75.71,37,0.391981,0.1837,0.116868,0.094517,0.39314,0.18496,0.11792,0.0932,0.9821,0.9763,0.9703,0.9676,0.007415,0.00456,0.003553,0.003046,0.698547,0.599736,0.565739,0.562131,0.058,0.1544,0.3662,0.0474,2.89,0.6868,1.765574,1.479012721,1.086805,1.38215,1.40485,1.4102,1.4191,0.001688,0.001655,0.001716,0.001751
COVE,10507,19,2002,6,12,12,0,0,36.9,-75.71,37,0.371183,0.176678,0.103056,0.078068,0.371867,0.177,0.1041,0.0769,0.9766,0.968,0.9569,0.9498,0.009492,0.00616,0.004928,0.00422,0.699205,0.598691,0.544393,0.518473,0.050333,0.163667,0.410333,0.024667,3.08,0.675667,1.856468,1.903917773,0.967866,1.4277,1.4435,1.4436,1.4448,0.003028,0.003182,0.003406,0.003493
COVE,10519,4,2002,7,6,12,0,0,36.9,-75.71,37,0.356806,0.168693,0.101767,0.078292,0.3575,0.16952,0.10238,0.07504,0.9324,0.9019,0.8711,0.8519,0.034071,0.023542,0.018218,0.015181,0.669242,0.558148,0.502031,0.476988,0.047,0.152,0.408,0.0152,3.4198,0.6966,1.775991,1.953105163,0.913728,1.5094,1.5213,1.5237,1.5286,0.012976,0.015146,0.016384,0.016868
COVE,10527,12,2002,7,30,12,0,0,36.9,-75.71,37,0.28171,0.142112,0.089733,0.07277,0.281986,0.142414,0.090571,0.0708,0.946533,0.9079,0.872467,0.851667,0.022263,0.019128,0.016318,0.014355,0.704242,0.603664,0.561144,0.546224,0.040286,0.160571,0.387,0.020571,2.563714,0.734714,1.622727,1.548269862,0.490576,1.402333,1.417333,1.416967,1.418967,0.007306,0.010342,0.011998,0.012752
COVE,10563,24,2004,5,7,12,0,0,36.9,-75.71,37,0.339702,0.158428,0.106104,0.087265,0.3402,0.15935,0.108033,0.089517,0.9718,0.9642,0.9591,0.9577,0.011894,0.006798,0.005036,0.004269,0.65709,0.567837,0.560931,0.575989,0.0625,0.129833,0.346,0.048333,2.334833,0.6805,1.691902,1.181960491,1.270553,1.38,1.4009,1.4089,1.4197,0.002173,0.001989,0.001938,0.00194
COVE,10565,24,2004,5,12,12,0,0,36.9,-75.71,37,0.356117,0.18112,0.121603,0.098613,0.356838,0.181638,0.12315,0.100087,0.9684,0.9586,0.9509,0.9481,0.01272,0.008099,0.00631,0.0053,0.725843,0.652161,0.619854,0.61332,0.041625,0.181,0.393,0.039375,2.0725,0.646,1.565896,1.303641372,1.035236,1.4051,1.4025,1.4024,1.3988,0.003381,0.00337,0.003448,0.00345
COVE,10567,16,2004,5,14,12,0,0,36.9,-75.71,37,0.288705,0.157856,0.111238,0.093968,0.289217,0.15895,0.11345,0.095317,0.99195,0.99275,0.99245,0.9923,0.003377,0.001706,0.001238,0.00103,0.732217,0.674691,0.651812,0.647402,0.03,0.19,0.393,0.042833,2.113667,0.646167,1.379357,1.094862897,1.45344,1.4218,1.41455,1.4133,1.41405,0.000746,0.000579,0.000548,0.00054
COVE,10589,19,2004,8,24,12,0,0,36.9,-75.71,37,0.394214,0.178213,0.098697,0.069829,0.39475,0.17795,0.099475,0.068975,0.9724,0.9625,0.9508,0.9412,0.011099,0.006864,0.005013,0.004138,0.726813,0.622077,0.539177,0.483188,0.05025,0.18575,0.36825,0.00975,3.1735,0.6575,2.013527,2.30197051,1.166254,1.424,1.4322,1.4314,1.4296,0.004399,0.004551,0.004608,0.004667
COVE,10595,29,2005,5,4,12,0,0,36.9,-75.71,37,0.356268,0.148012,0.086697,0.058507,0.35685,0.14805,0.086825,0.061675,0.9625,0.9451,0.9297,0.9167,0.016347,0.010273,0.007726,0.006389,0.69721,0.591124,0.534102,0.516646,0.053,0.162,0.39,0.02025,2.97325,0.65175,2.084843,2.150168754,1.101161,1.447,1.4152,1.4069,1.3932,0.005511,0.005747,0.005795,0.005793
COVE,10597,23,2005,5,17,12,0,0,36.9,-75.71,37,0.395812,0.193088,0.123105,0.09077,0.396175,0.1933,0.123775,0.0943,0.98115,0.97555,0.97115,0.96835,0.008003,0.005068,0.003794,0.003102,0.71684,0.637937,0.599432,0.591448,0.052,0.179,0.4375,0.028,1.91125,0.66,1.707528,1.709896795,1.096439,1.42645,1.41785,1.4127,1.3989,0.002278,0.00235,0.002364,0.002348
COVE,10623,19,2007,4,10,12,0,0,36.9,-75.71,37,0.377405,0.17748,0.112276,0.086075,0.378,0.1787,0.1124,0.0858,0.9723,0.96415,0.955,0.9493,0.011373,0.006818,0.005204,0.004358,0.714129,0.605695,0.554708,0.539253,0.066,0.160667,0.379667,0.024333,2.209333,0.692333,1.770261,1.697705022,1.153449,1.3545,1.3743,1.38315,1.38595,0.003069,0.002992,0.003082,0.003114
COVE,10643,19,2007,10,9,12,0,0,36.9,-75.71,37,0.392199,0.165419,0.094651,0.065272,0.392378,0.166622,0.094967,0.066811,0.985167,0.979033,0.9729,0.9683,0.006345,0.003817,0.002822,0.002335,0.711012,0.601308,0.528638,0.494322,0.053,0.170222,0.356667,0.021778,3.033111,0.609333,2.078012,2.210809419,1.202607,1.425133,1.420567,1.4194,1.413,0.001917,0.001895,0.001897,0.001897
COVE_SEAPRISM,10649,24,2005,5,17,12,0,0,36.9,-75.71,24,0.395475,0.194096,0.12553,0.095915,0.3955,0.1951,0.124967,0.095967,0.9745,0.9646,0.9549,0.9499,0.011341,0.007737,0.006221,0.005207,0.710991,0.623841,0.587265,0.580794,0.064,0.165,0.448,0.027333,1.904667,0.653667,1.688178,1.659986968,0.884276,1.4041,1.4073,1.406,1.3974,0.003089,0.003368,0.003594,0.003645
COVE_SEAPRISM,10651,12,2005,9,3,12,0,0,36.9,-75.71,24,0.389697,0.194436,0.125567,0.097197,0.39015,0.1951,0.12605,0.09705,0.943,0.9097,0.8733,0.8525,0.023787,0.019017,0.01717,0.015227,0.74822,0.658879,0.606809,0.582516,0.059,0.185,0.4285,0.042,3.282,0.57,1.659782,1.643685575,0.484589,1.3712,1.38,1.3832,1.3817,0.006719,0.0085,0.010006,0.010655
COVE_SEAPRISM,10657,19,2006,7,18,12,0,0,36.9,-75.71,24,0.388427,0.161711,0.090914,0.060317,0.387814,0.1621,0.090257,0.062514,0.9853,0.978225,0.971125,0.965025,0.006393,0.003885,0.002828,0.002333,0.671565,0.554394,0.489615,0.472992,0.058143,0.146143,0.366857,0.022143,3.086,0.631429,2.139054,2.308938673,1.212143,1.43705,1.43895,1.44275,1.431625,0.001911,0.001925,0.001928,0.001926
COVE_SEAPRISM,10685,23,2007,9,4,12,0,0,36.9,-75.71,24,0.399453,0.199438,0.122195,0.085781,0.400233,0.200183,0.122333,0.088833,0.9947,0.994033,0.993,0.992067,0.002512,0.001554,0.001136,0.000932,0.698554,0.614954,0.570744,0.55905,0.060167,0.178833,0.4645,0.022167,2.9395,0.605167,1.80984,2.011688595,1.170245,1.379667,1.3889,1.391567,1.383967,0.000612,0.000605,0.000605,0.000604
COVE_SEAPRISM,10687,23,2007,9,7,12,0,0,36.9,-75.71,24,0.383747,0.181268,0.104411,0.071914,0.384517,0.1823,0.104867,0.074667,0.987,0.983025,0.97865,0.9754,0.005487,0.003393,0.002475,0.002039,0.698826,0.606286,0.54023,0.510185,0.043833,0.1735,0.372667,0.025,2.933667,0.633833,1.912792,2.135323957,1.173006,1.455425,1.456025,1.456325,1.448975,0.001664,0.001631,0.001612,0.001599
COVE_SEAPRISM,10693,24,2008,5,1,12,0,0,36.9,-75.71,24,0.39951,0.207835,0.131915,0.11789,0.400275,0.2093,0.135825,0.112175,0.9606,0.9472,0.93335,0.9251,0.017011,0.012017,0.009931,0.009144,0.70835,0.625106,0.584971,0.564883,0.0525,0.171,0.43575,0.034,2.44325,0.71675,1.59589,1.202700203,0.804694,1.45485,1.4662,1.47695,1.49765,0.004931,0.005369,0.005997,0.006544
COVE_SEAPRISM,10695,1,2008,5,6,12,0,0,36.9,-75.71,24,0.360206,0.195371,0.137359,0.1308,0.360417,0.1964,0.141733,0.126917,0.961833,0.946833,0.930933,0.909767,0.016192,0.011883,0.010841,0.012665,0.677765,0.626821,0.624523,0.621261,0.0395,0.148333,0.437,0.046167,1.824333,0.718833,1.372557,0.694130629,0.620585,1.4876,1.480667,1.474067,1.5016,0.004081,0.004692,0.005771,0.008014
COVE_SEAPRISM,10707,23,2010,7,6,12,0,0,36.9,-75.71,24,0.399254,0.186072,0.105434,0.06933,0.398929,0.187286,0.105943,0.072329,0.9892,0.986025,0.982075,0.978275,0.004847,0.002964,0.002127,0.001727,0.722159,0.613635,0.529708,0.480546,0.057286,0.178714,0.376571,0.012571,3.138286,0.614571,1.94555,2.399502035,1.219807,1.41565,1.42775,1.4342,1.4281,0.001602,0.001606,0.001611,0.00161
COVE_SEAPRISM,10723,24,2011,4,19,12,0,0,36.9,-75.71,24,0.395472,0.204399,0.139321,0.114637,0.39625,0.2051,0.13975,0.1152,0.9624,0.9525,0.9463,0.9437,0.015438,0.010088,0.007744,0.006687,0.670549,0.601148,0.579533,0.587175,0.036,0.153,0.3855,0.0475,2.0605,0.7095,1.541909,1.214508123,1.018576,1.5209,1.5227,1.5268,1.5235,0.004445,0.004411,0.004437,0.004523
COVE_SEAPRISM,10735,25,2011,8,4,12,0,0,36.9,-75.71,24,0.385958,0.212882,0.135916,0.101238,0.38695,0.21385,0.13725,0.10275,0.9961,0.9956,0.9948,0.9941,0.00159,0.00096,0.000691,0.000562,0.752849,0.693309,0.641953,0.612028,0.05,0.228,0.485,0.021,2.852,0.6045,1.518617,1.820047042,1.229002,1.4243,1.4201,1.4246,1.4182,0.000567,0.000559,0.000558,0.000558
COVE_SEAPRISM,10737,23,2011,8,12,12,0,0,36.9,-75.71,24,0.35236,0.159972,0.092192,0.064849,0.3528,0.160467,0.0936,0.066933,0.993,0.9912,0.9892,0.9876,0.002836,0.001709,0.001249,0.001033,0.699779,0.618143,0.549557,0.514116,0.040333,0.180333,0.387667,0.019667,3.234333,0.580667,1.965137,2.108187899,1.210998,1.5351,1.4927,1.4998,1.5,0.001036,0.00103,0.001024,0.001023
COVE_SEAPRISM,10739,29,2011,9,13,12,0,0,36.9,-75.71,24,0.30028,0.129438,0.073212,0.050768,0.3013,0.13105,0.073675,0.052275,0.9608,0.9434,0.9251,0.9117,0.018741,0.011948,0.008765,0.007249,0.687895,0.585487,0.517467,0.494065,0.03675,0.1615,0.35625,0.0185,2.792,0.63375,2.073231,2.157268677,1.11819,1.4132,1.4112,1.4074,1.3982,0.005419,0.005524,0.005538,0.005525
COVE_SEAPRISM,10741,18,2012,3,1,12,0,0,36.9,-75.71,24,0.384614,0.324476,0.298632,0.281077,0.3867,0.323,0.298833,0.289367,0.9685,0.9904,0.9916,0.9925,0.013425,0.003311,0.002574,0.002187,0.763931,0.734793,0.736881,0.743954,0.031667,0.135,0.569,0.176667,1.686667,0.437333,0.381538,0.202364895,2.521573,1.3753,1.4059,1.4072,1.402,0.001533,0.0005,0.0005,0.0005
COVE_SEAPRISM,10747,19,2012,8,30,12,0,0,36.9,-75.71,24,0.398539,0.182726,0.105668,0.06952,0.399,0.18435,0.1048,0.0711,0.9706,0.96,0.9478,0.9376,0.012736,0.007997,0.005904,0.004805,0.698609,0.6192,0.548445,0.511384,0.039,0.1845,0.363,0.0175,2.8025,0.6715,1.963288,2.439048061,1.133907,1.5163,1.4869,1.4805,1.4617,0.005048,0.005213,0.005305,0.005278
COVE_SEAPRISM,10749,23,2014,6,16,12,0,0,36.9,-75.71,24,0.350253,0.169985,0.104704,0.079777,0.350517,0.17075,0.10525,0.079433,0.9787,0.9724,0.9659,0.9613,0.00935,0.005738,0.004195,0.00348,0.716645,0.63424,0.58163,0.561514,0.052333,0.180667,0.411667,0.026667,2.762,0.660167,1.764098,1.769245993,1.183385,1.3677,1.3874,1.3987,1.4003,0.002443,0.002413,0.002419,0.002422
COVE_SEAPRISM,10755,25,2014,8,30,12,0,0,36.9,-75.71,24,0.390574,0.209928,0.133464,0.10025,0.392267,0.21,0.134,0.1014,0.9819,0.9785,0.9736,0.9704,0.007803,0.005094,0.003994,0.00338,0.743283,0.659563,0.610622,0.589534,0.078,0.181667,0.519333,0.025667,2.744333,0.583333,1.581928,1.752536661,0.99251,1.33,1.3542,1.3644,1.3643,0.001837,0.001873,0.001971,0.001995
CRPSM_Malindi,10761,6,2008,12,21,12,0,0,-2.996,40.1945,12,0.376193,0.302786,0.283707,0.270776,0.380317,0.305533,0.283083,0.271933,0.8622,0.8666,0.8955,0.8898,0.05601,0.043544,0.031613,0.032067,0.760001,0.731677,0.723393,0.730078,0.028,0.156167,0.522167,0.202667,2.5465,0.752667,0.445975,0.252629463,0.820483,1.5081,1.5032,1.5044,1.5025,0.008865,0.009049,0.007553,0.008849
CRPSM_Malindi,10769,14,2011,1,5,12,0,0,-2.996,40.1945,12,0.319395,0.267622,0.254469,0.247161,0.3244,0.2708,0.25465,0.24795,0.8753,0.8361,0.8501,0.8405,0.052218,0.057471,0.049681,0.051724,0.769908,0.74025,0.730028,0.732296,0.018,0.1725,0.562,0.208,2.675,0.7355,0.370633,0.167623246,0.042409,1.4967,1.5112,1.5185,1.5239,0.005572,0.009337,0.009372,0.01181
CRPSM_Malindi,10783,13,2012,2,7,12,0,0,-2.996,40.1945,12,0.392301,0.301105,0.269097,0.250587,0.3951,0.302525,0.269025,0.251925,0.9406,0.9424,0.9545,0.9601,0.02424,0.018045,0.012712,0.010472,0.762188,0.733464,0.723609,0.728325,0.0275,0.18925,0.494,0.1635,2.1055,0.6845,0.574305,0.412869041,0.926961,1.4648,1.4405,1.4342,1.4218,0.003203,0.003375,0.002952,0.002814
